seed,variant,oof_macro_f1,delta_vs_eb,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds
31415,P1_non_EB,0.521029648674101,-0.006536397685875328,0,True,0,76.61450123786926
31415,P1_EB,0.5275660463599763,0.0,0,True,0,76.62480592727661
31415,selective_EB_gate,0.5342642265961015,0.0066981802361252285,0,True,0,76.63512301445007
52,P1_non_EB,0.5272177833388073,0.0006533132861150648,0,True,0,77.06879615783691
52,P1_EB,0.5265644700526922,0.0,0,True,0,77.07989501953125
52,selective_EB_gate,0.5355507479985392,0.008986277945846943,0,True,0,77.09116530418396
62,P1_non_EB,0.5301979621408266,0.00045587291839577215,0,True,0,76.7733051776886
62,P1_EB,0.5297420892224308,0.0,0,True,0,76.78396701812744
62,selective_EB_gate,0.533521739439735,0.003779650217304198,0,True,0,76.79393577575684
