seed,group,support,rate,p1_non_eb_macro_f1,p1_eb_macro_f1,gate_macro_f1,margin_min,margin_max
31415,low_margin_<0.05,1544,0.24899209804870182,0.2163003676218627,0.21700278509126392,0.2163003676218627,8.076429466263857e-06,0.049837236674563634
31415,eb_margin_>=0.05,4657,0.7510079019512982,0.5908243179996663,0.6052599831943136,0.6052599831943136,0.05000754194263063,0.9999999672894537
52,low_margin_<0.05,1560,0.25157232704402516,0.22822135213278794,0.2000383510332425,0.22822135213278794,2.118945082141277e-05,0.04993358445972157
52,eb_margin_>=0.05,4641,0.7484276729559748,0.5993066346730193,0.6080958061696418,0.6080958061696418,0.0500000635744066,0.9999996463798567
62,low_margin_<0.05,1588,0.256087727785841,0.2301304695562168,0.2134198160539176,0.2301304695562168,1.5527010273075348e-05,0.04996096080490359
62,eb_margin_>=0.05,4613,0.743912272214159,0.6090654651453162,0.611977650942547,0.611977650942547,0.05007451432250483,0.9999996718953451
