candidate_id,kind,rank,learning_rate,class_weight,seed,baseline_oof_macro_f1,fm_oof_macro_f1,blend_0p25_oof_macro_f1,blend_0p50_oof_macro_f1,paired_delta_0p25_oof,paired_delta_0p50_oof,paired_delta_0p25_fold_mean,paired_delta_0p25_fold_min,early_stopping_epoch_mean,loss_finite,runtime_seconds,feature_count_mean,leakage_check,nan_as_mutation_count,experiment_id,blend_weight_fm,blend_weight_lr
FM-04_fixed_rank8_lr3e-4_balanced,fm,8,0.0003,balanced,42,0.4825927951809337,0.35159338308408394,0.48699255290985644,0.45499111150515276,0.00439975772892276,-0.02760168367578092,0.0047904360526886515,0.0002005692096591627,5.0,True,313.3082965000067,14496.0,True,0,FM-04,0.25,0.75
