experiment_id,seed,fm_oof_macro_f1,lr08_oof_macro_f1,blend_0p5_oof_macro_f1,delta_fm_vs_lr08,delta_blend_vs_lr08,feature_count_mean,early_stopping_epoch_mean,runtime_seconds,device,loss_finite,leakage_check,nan_as_mutation_count,parameters
FM-01,42,0.2812987631993245,0.4825927951809337,0.4406429735692343,-0.2012940319816091,-0.0419498216116993,14496.0,1.0,1481.7561329579912,mps,True,True,0,"{""rank"": 16, ""lr"": 0.001, ""weight_decay"": 1e-05, ""batch"": 128, ""max_epochs"": 80, ""patience"": 8}"
FM-01,777,0.2887628710514944,0.4837840884370487,0.4306836024618992,-0.1950212173855542,-0.0531004859751494,14493.8,1.4,1530.328473874979,mps,True,True,0,"{""rank"": 16, ""lr"": 0.001, ""weight_decay"": 1e-05, ""batch"": 128, ""max_epochs"": 80, ""patience"": 8}"
FM-01,2024,0.2758734463131493,0.479666531960647,0.4281838658187093,-0.2037930856474977,-0.0514826661419377,14495.2,1.0,1410.9101911659818,mps,True,True,0,"{""rank"": 16, ""lr"": 0.001, ""weight_decay"": 1e-05, ""batch"": 128, ""max_epochs"": 80, ""patience"": 8}"
