candidate_id,kind,rank,learning_rate,class_weight,seed,baseline_oof_macro_f1,fm_oof_macro_f1,blend_0p25_oof_macro_f1,blend_0p50_oof_macro_f1,paired_delta_0p25_oof,paired_delta_0p50_oof,paired_delta_0p25_fold_mean,paired_delta_0p25_fold_min,early_stopping_epoch_mean,loss_finite,runtime_seconds,feature_count_mean,leakage_check,nan_as_mutation_count,experiment_id,blend_weight_fm,blend_weight_lr
FM-04_fixed_rank8_lr3e-4_balanced,fm,8,0.0003,balanced,2024,0.47966653196064707,0.34853017396952524,0.4817857325521332,0.457266403497972,0.0021192005914861256,-0.022400128462675084,0.0013867588107577711,-0.005119146797332885,5.2,True,349.24607475000084,14495.2,True,0,FM-04,0.25,0.75
