candidate_id,fold,fm_fold_macro_f1,blend_0p25_fold_macro_f1,blend_0p50_fold_macro_f1,baseline_fold_macro_f1,paired_delta_0p25,paired_delta_0p50,early_stopping_epoch,loss_finite
FM-04_fixed_rank8_lr3e-4_balanced,1,0.36220482370686014,0.47030683196411877,0.456406823727788,0.46284804227884957,0.007458789685269196,-0.006441218551061556,6,True
FM-04_fixed_rank8_lr3e-4_balanced,2,0.3445343086923262,0.4640974459295506,0.42808260918774427,0.4644452460501756,-0.0003478001206250192,-0.03636263686243135,6,True
FM-04_fixed_rank8_lr3e-4_balanced,3,0.33312618469246413,0.4964800588660246,0.4721554706345692,0.5015992056633575,-0.005119146797332885,-0.029443735028788276,4,True
FM-04_fixed_rank8_lr3e-4_balanced,4,0.36671636209974257,0.4837541065328761,0.46976654293010695,0.4816504332226467,0.0021036733102293703,-0.011883890292539778,5,True
FM-04_fixed_rank8_lr3e-4_balanced,5,0.32042782971308825,0.48101306109278313,0.44984493770528544,0.47817478311653494,0.0028382779762481936,-0.0283298454112495,5,True
