experiment_id,variant,seed,oof_macro_f1,oof_accuracy,delta_vs_structured_core,feature_count_mean,runtime_seconds,convergence_warning_count,leakage_check,nan_as_mutation_count,position_bin_width,min_token_support,reduced_gene_top_k,lgbm_objective,lgbm_n_estimators,lgbm_learning_rate,lgbm_num_leaves,lgbm_min_child_samples,lgbm_colsample_bytree,lgbm_subsample,lgbm_subsample_freq,lgbm_reg_lambda,lgbm_reg_alpha,lgbm_class_weight,lgbm_n_jobs,lgbm_verbosity,lgbm_force_col_wise
exp-sparse-boosting-01,structured_core,42,0.4598652578340821,0.4415416868247057,0.0,8175.2,2043.534676375013,0,True,0,50,3,1000,multiclass,600,0.03,15,25,0.7,0.8,1,2.0,0.0,balanced,-1,-1,True
exp-sparse-boosting-01,structured_core_signature,42,0.4654466669646854,0.4457345589421061,0.005581409130603288,35183.0,2043.5530422920128,0,True,0,50,3,1000,multiclass,600,0.03,15,25,0.7,0.8,1,2.0,0.0,balanced,-1,-1,True
exp-sparse-boosting-01,reduced_raw_gene_1000,42,0.4637465544579734,0.4460570875665215,0.003881296623891306,4946.6,2043.5708298750105,0,True,0,50,3,1000,multiclass,600,0.03,15,25,0.7,0.8,1,2.0,0.0,balanced,-1,-1,True
