candidate_id,kind,rank,learning_rate,class_weight,seed,baseline_oof_macro_f1,fm_oof_macro_f1,blend_0p25_oof_macro_f1,blend_0p50_oof_macro_f1,paired_delta_0p25_oof,paired_delta_0p50_oof,paired_delta_0p25_fold_mean,paired_delta_0p25_fold_min,early_stopping_epoch_mean,loss_finite,runtime_seconds,feature_count_mean,leakage_check,nan_as_mutation_count,experiment_id,blend_weight_fm,blend_weight_lr
FM-04_fixed_rank8_lr3e-4_balanced,fm,8,0.0003,balanced,777,0.4837840884370487,0.35107478500744865,0.4802943389164922,0.4460891250666028,-0.0034897495205564733,-0.037694963370445866,-0.0034344371916253833,-0.0167592107976689,5.4,True,340.66091962499195,14493.8,True,0,FM-04,0.25,0.75
