variant,group,support,macro_f1
H0_selective_EB,h0_margin_lt_005,1037,0.23409076498652398
prototype_similarity,h0_margin_lt_005,1037,0.0095504158004158
H0_plus_prototype,h0_margin_lt_005,1037,0.22340868814132225
