seed,fold,test_read,train_test_concat,outer_validation_used_for_fit,inner_crossfit_only,fixed_class_gene_exact_mutation_rules,exact_support_cutoff,leakage_check,nan_as_mutation_count,convergence_warning_count,exact_gate_non_eb_rows
777,1,False,False,False,True,False,,True,0,0,229
777,2,False,False,False,True,False,,True,0,0,214
777,3,False,False,False,True,False,,True,0,0,222
777,4,False,False,False,True,False,,True,0,0,231
777,5,False,False,False,True,False,,True,0,0,253
