seed,variant,oof_macro_f1,oof_accuracy,feature_count_mean,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0
42,H0_selective_EB,0.5479146612629726,0.5589421061119174,8219.2,0,True,0,1798.6670888750232,0.0
42,exact_event_EB,0.5701536251918302,0.5849056603773585,8245.2,0,True,0,1798.6893600840122,0.0222389639288576
777,H0_selective_EB,0.5432465017142196,0.5553942912433478,8214.4,0,True,0,1794.9881842909963,0.0
777,exact_event_EB,0.5658140848436437,0.5840993388163199,8240.4,0,True,0,1795.0106874159535,0.022567583129424
2024,H0_selective_EB,0.5506054738413716,0.5608772778584099,8219.0,0,True,0,1869.541778499959,0.0
2024,exact_event_EB,0.5693557821007329,0.5853894533139816,8245.0,0,True,0,1869.5648099589744,0.0187503082593613
