seed,variant,oof_macro_f1,oof_accuracy,feature_count_mean,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0
2024,H0_selective_EB,0.5506054738413716,0.5608772778584099,8219.0,0,True,0,1869.541778499959,0.0
2024,exact_event_EB,0.5693557821007329,0.5853894533139816,8245.0,0,True,0,1869.5648099589744,0.018750308259361304
