seed,variant,oof_macro_f1,oof_accuracy,feature_count_mean,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0
777,H0_selective_EB,0.5432465017142196,0.5553942912433478,8214.4,0,True,0,1794.9881842909963,0.0
777,exact_event_EB,0.5658140848436437,0.5840993388163199,8240.4,0,True,0,1795.0106874159537,0.022567583129424085
