variant,oof_macro_f1,oof_accuracy,feature_count,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0
H0_selective_EB,0.5479146612629726,0.5589421061119174,8219.2,0,True,0,4396.83503466699,0.0
H1_auto_confusion_moe,0.5123301956263869,0.5137880986937591,8219.2,0,True,0,4396.83506404201,-0.03558446563658568
