experiment_id,candidate,pair,alpha,seed_count,primary_oof_macro_f1_mean,primary_oof_macro_f1_std,soft_specialist_oof_macro_f1_mean,soft_specialist_oof_macro_f1_std,paired_delta_mean,paired_delta_std,all_seed_delta_positive,pair_f1_not_worse,feature_count_mean,runtime_seconds_mean,convergence_warning_count,leakage_check,nan_as_mutation_count,status
exp-gs-002-11,H-AS-LR-exact-confusion-pairs-Apair-log1p,KIRC↔KIPAN,0.3,3,0.47850164684994495,0.002483753024006562,0.47857630419606334,0.002564224824865515,7.465734611848207e-05,9.702078803841357e-05,False,True,8173.533333333333,196.05618998599434,0,True,0,미검출/기각
