experiment_id,model,seed,specialist_left,specialist_right,specialist_alpha,primary_oof_macro_f1,soft_specialist_oof_macro_f1,delta_oof_macro_f1,primary_oof_accuracy,soft_specialist_oof_accuracy,fold_soft_specialist_macro_f1_mean,fold_soft_specialist_macro_f1_std,feature_count_mean,specialist_train_rows_mean,runtime_seconds,primary_convergence_warning_count,specialist_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,42,KIRC,KIPAN,0.3,0.4781416884648803,0.4781416884648803,0.0,0.4587969682309304,0.4587969682309304,0.4782986972552084,0.0082986371764757,8175.2,679.2,200.40321162500183,0,0,0,True,0
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,777,KIRC,KIPAN,0.3,0.481145738774279,0.4813300625001836,0.0001843237259046,0.4613771972262538,0.4616997258506692,0.4804204957620404,0.0169457699402951,8170.4,679.2,189.6681124579918,0,0,0,True,0
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,2024,KIRC,KIPAN,0.3,0.4762175133106753,0.4762571616231261,3.964831245084621e-05,0.4594420254797613,0.4594420254797613,0.4745829874797989,0.0158754986446833,8175.0,679.2,198.0972458749893,0,0,0,True,0
