experiment_id,model,seed,tfidf_min_df,tfidf_sublinear_tf,primary_oof_macro_f1,event_tfidf_oof_macro_f1,blend_0p5_oof_macro_f1,delta_blend_vs_primary,primary_oof_accuracy,event_tfidf_oof_accuracy,blend_0p5_oof_accuracy,feature_count_mean,tfidf_vocabulary_size_mean,runtime_seconds,primary_convergence_warning_count,tfidf_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,42,3,True,0.47814168846488037,0.3782884640237529,0.4794557135599829,0.0013140250951025334,0.45879696823093047,0.3971940009675859,0.45992581841638447,8175.2,5875.8,204.58974695899815,0,0,0,True,0
