class,precision,recall,f1-score,support
ACC,0.9,0.75,0.8181818181818182,72.0
BLCA,0.5280898876404494,0.4519230769230769,0.48704663212435234,104.0
BRCA,0.7923497267759563,0.36895674300254455,0.5034722222222222,786.0
CESC,0.36363636363636365,0.49032258064516127,0.4175824175824176,155.0
COAD,0.8214285714285714,0.7219730941704036,0.7684964200477327,223.0
DLBC,0.6333333333333333,0.5,0.5588235294117647,38.0
GBMLGG,0.5608695652173913,0.279826464208243,0.37337192474674386,461.0
HNSC,0.41578947368421054,0.3542600896860987,0.38256658595641646,223.0
KIPAN,0.271356783919598,0.20970873786407768,0.23658269441401972,515.0
KIRC,0.22277227722772278,0.2694610778443114,0.24390243902439024,334.0
LAML,0.5059523809523809,0.5379746835443038,0.5214723926380368,158.0
LGG,0.4393939393939394,0.6331877729257642,0.518783542039356,229.0
LIHC,0.43023255813953487,0.46835443037974683,0.4484848484848485,158.0
LUAD,0.46715328467153283,0.34782608695652173,0.3987538940809969,184.0
LUSC,0.5642458100558659,0.5674157303370787,0.5658263305322129,178.0
OV,0.3611111111111111,0.616600790513834,0.4554744525547445,253.0
PAAD,0.33175355450236965,0.5833333333333334,0.4229607250755287,120.0
PCPG,0.21951219512195122,0.6122448979591837,0.3231597845601436,147.0
PRAD,0.3013698630136986,0.41353383458646614,0.3486529318541997,266.0
SARC,0.25862068965517243,0.22727272727272727,0.24193548387096775,198.0
SKCM,0.961864406779661,0.822463768115942,0.88671875,276.0
STES,0.6096774193548387,0.49868073878627966,0.548621190130624,379.0
TGCT,0.32131147540983607,0.7903225806451613,0.4568764568764569,124.0
THCA,0.9068627450980392,0.5709876543209876,0.7007575757575758,324.0
THYM,0.2,0.41836734693877553,0.2706270627062706,98.0
UCEC,0.6073298429319371,0.5858585858585859,0.596401028277635,198.0
