experiment_id,seed_count,min_df,primary_oof_macro_f1_mean,event_tfidf_multinomial_oof_macro_f1_mean,event_tfidf_ovr_oof_macro_f1_mean,blend_multinomial_0p5_oof_macro_f1_mean,blend_ovr_0p5_oof_macro_f1_mean,primary_oof_macro_f1_std,event_tfidf_multinomial_oof_macro_f1_std,event_tfidf_ovr_oof_macro_f1_std,blend_multinomial_0p5_oof_macro_f1_std,blend_ovr_0p5_oof_macro_f1_std,ovr_blend_delta_vs_multinomial_blend_mean,ovr_blend_delta_vs_multinomial_blend_std,all_seed_ovr_blend_delta_positive,token_prediction_disagreement_rate_mean,tfidf_vocabulary_size_mean,feature_count_mean,convergence_warning_count,leakage_check,nan_as_mutation_count
exp-gs-002-13,3,3,0.47850164684994495,0.37573526009599073,0.4772693120679065,0.4803045458589301,0.48313013220145273,0.002483753024006562,0.004471938510413807,0.004372662602090931,0.0037105871533507926,0.002638186677115952,0.002825586342522567,0.0014461463884337012,True,0.4104714293393539,5871.266666666667,8173.533333333333,0,True,0
