experiment_id,model,seed,tfidf_min_df,tfidf_sublinear_tf,primary_oof_macro_f1,event_tfidf_oof_macro_f1,blend_0p5_oof_macro_f1,delta_blend_vs_primary,primary_oof_accuracy,event_tfidf_oof_accuracy,blend_0p5_oof_accuracy,feature_count_mean,tfidf_vocabulary_size_mean,runtime_seconds,primary_convergence_warning_count,tfidf_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,777,3,True,0.481145738774279,0.3705716160280971,0.48436600336351787,0.0032202645892388526,0.4613771972262538,0.39138848572810836,0.46411869053378485,8170.4,5869.6,190.9427847499901,0,0,0,True,0
