experiment_id,model,seed,specialist_left,specialist_right,specialist_alpha,primary_oof_macro_f1,soft_specialist_oof_macro_f1,delta_oof_macro_f1,primary_oof_accuracy,soft_specialist_oof_accuracy,fold_soft_specialist_macro_f1_mean,fold_soft_specialist_macro_f1_std,feature_count_mean,specialist_train_rows_mean,runtime_seconds,primary_convergence_warning_count,specialist_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,2024,KIRC,KIPAN,0.3,0.4762175133106753,0.47625716162312615,3.964831245084621e-05,0.4594420254797613,0.4594420254797613,0.47458298747979893,0.015875498644683385,8175.0,679.2,198.0972458749893,0,0,0,True,0
