experiment_id,model,seed,specialist_left,specialist_right,specialist_alpha,primary_oof_macro_f1,soft_specialist_oof_macro_f1,delta_oof_macro_f1,primary_oof_accuracy,soft_specialist_oof_accuracy,fold_soft_specialist_macro_f1_mean,fold_soft_specialist_macro_f1_std,feature_count_mean,specialist_train_rows_mean,runtime_seconds,primary_convergence_warning_count,specialist_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,42,KIRC,KIPAN,0.3,0.47814168846488037,0.47814168846488037,0.0,0.45879696823093047,0.45879696823093047,0.47829869725520846,0.008298637176475701,8175.2,679.2,200.40321162500186,0,0,0,True,0
