experiment_id,seed_count,macro_f1_mean,macro_f1_std,feature_count_mean,convergence_warning_count,delta_vs_exact4
H-AS-LR-exact,3,0.4334785930832088,0.0024359419335661893,8215.533333333333,15,0.0
H-AS-LR-exact-confusion-pairs,3,0.43849524451628347,0.004020572376291576,8219.533333333333,15,0.00501665143307467
