class,precision,recall,f1-score,support
ACC,0.8923076923076924,0.8055555555555556,0.8467153284671532,72.0
BLCA,0.5164835164835165,0.4519230769230769,0.48205128205128206,104.0
BRCA,0.7855227882037533,0.3727735368956743,0.5056082830025884,786.0
CESC,0.35545023696682465,0.4838709677419355,0.4098360655737705,155.0
COAD,0.797979797979798,0.7085201793721974,0.7505938242280285,223.0
DLBC,0.6,0.47368421052631576,0.5294117647058824,38.0
GBMLGG,0.5531914893617021,0.28199566160520606,0.3735632183908046,461.0
HNSC,0.4088669950738916,0.3721973094170404,0.38967136150234744,223.0
KIPAN,0.27631578947368424,0.20388349514563106,0.2346368715083799,515.0
KIRC,0.2376237623762376,0.2874251497005988,0.2601626016260163,334.0
LAML,0.509090909090909,0.5316455696202531,0.5201238390092879,158.0
LGG,0.43653250773993807,0.6157205240174672,0.5108695652173914,229.0
LIHC,0.42487046632124353,0.5189873417721519,0.4672364672364672,158.0
LUAD,0.48201438848920863,0.3641304347826087,0.4148606811145511,184.0
LUSC,0.5738636363636364,0.5674157303370787,0.5706214689265536,178.0
OV,0.35348837209302325,0.6007905138339921,0.445095168374817,253.0
PAAD,0.3302752293577982,0.6,0.4260355029585799,120.0
PCPG,0.220873786407767,0.6190476190476191,0.32558139534883723,147.0
PRAD,0.2955801104972376,0.40225563909774437,0.34076433121019106,266.0
SARC,0.2469879518072289,0.20707070707070707,0.22527472527472528,198.0
SKCM,0.9495798319327731,0.8188405797101449,0.8793774319066148,276.0
STES,0.6375838926174496,0.5013192612137203,0.5612998522895125,379.0
TGCT,0.3333333333333333,0.7903225806451613,0.4688995215311005,124.0
THCA,0.8990384615384616,0.5771604938271605,0.7030075187969925,324.0
THYM,0.18932038834951456,0.3979591836734694,0.2565789473684211,98.0
UCEC,0.6284153005464481,0.5808080808080808,0.6036745406824147,198.0
