class,precision,recall,f1-score,support
ACC,0.7341772151898734,0.8055555555555556,0.7682119205298014,72.0
BLCA,0.38271604938271603,0.2980769230769231,0.33513513513513515,104.0
BRCA,0.6496674057649667,0.3727735368956743,0.4737267582861762,786.0
CESC,0.3645833333333333,0.45161290322580644,0.4034582132564842,155.0
COAD,0.7440758293838863,0.7040358744394619,0.7235023041474654,223.0
DLBC,0.32608695652173914,0.39473684210526316,0.35714285714285715,38.0
GBMLGG,0.49224806201550386,0.2754880694143167,0.3532684283727399,461.0
HNSC,0.35978835978835977,0.30493273542600896,0.3300970873786408,223.0
KIPAN,0.23209169054441262,0.15728155339805824,0.1875,515.0
KIRC,0.20215633423180593,0.2245508982035928,0.2127659574468085,334.0
LAML,0.344,0.5443037974683544,0.4215686274509804,158.0
LGG,0.40683229813664595,0.5720524017467249,0.47549909255898365,229.0
LIHC,0.3709677419354839,0.43670886075949367,0.4011627906976744,158.0
LUAD,0.42,0.3423913043478261,0.3772455089820359,184.0
LUSC,0.5439560439560439,0.5561797752808989,0.55,178.0
OV,0.32216494845360827,0.49407114624505927,0.39001560062402496,253.0
PAAD,0.2744186046511628,0.49166666666666664,0.3522388059701492,120.0
PCPG,0.20943952802359883,0.48299319727891155,0.29218106995884774,147.0
PRAD,0.2868020304568528,0.424812030075188,0.3424242424242424,266.0
SARC,0.1794871794871795,0.17676767676767677,0.178117048346056,198.0
SKCM,0.9404255319148936,0.8007246376811594,0.8649706457925636,276.0
STES,0.5985130111524164,0.42480211081794195,0.49691358024691357,379.0
TGCT,0.46808510638297873,0.7096774193548387,0.5641025641025641,124.0
THCA,0.8416289592760181,0.5740740740740741,0.6825688073394496,324.0
THYM,0.16015625,0.41836734693877553,0.23163841807909605,98.0
UCEC,0.5815217391304348,0.5404040404040404,0.5602094240837696,198.0
