class,precision,recall,f1-score,support
ACC,0.7777777777777778,0.7777777777777778,0.7777777777777778,72.0
BLCA,0.38095238095238093,0.3076923076923077,0.3404255319148936,104.0
BRCA,0.6659142212189616,0.3753180661577608,0.48006509357200977,786.0
CESC,0.34065934065934067,0.4,0.36795252225519287,155.0
COAD,0.7547169811320755,0.7174887892376681,0.735632183908046,223.0
DLBC,0.38095238095238093,0.42105263157894735,0.4,38.0
GBMLGG,0.4609375,0.2559652928416486,0.3291492329149233,461.0
HNSC,0.35978835978835977,0.30493273542600896,0.3300970873786408,223.0
KIPAN,0.2599388379204893,0.1650485436893204,0.20190023752969122,515.0
KIRC,0.1774193548387097,0.19760479041916168,0.18696883852691218,334.0
LAML,0.3215547703180212,0.5759493670886076,0.4126984126984127,158.0
LGG,0.4074074074074074,0.5764192139737991,0.47739602169981915,229.0
LIHC,0.38461538461538464,0.4430379746835443,0.4117647058823529,158.0
LUAD,0.43448275862068964,0.3423913043478261,0.3829787234042553,184.0
LUSC,0.52046783625731,0.5,0.5100286532951289,178.0
OV,0.3387096774193548,0.4980237154150198,0.4032,253.0
PAAD,0.29777777777777775,0.5583333333333333,0.3884057971014493,120.0
PCPG,0.20426829268292682,0.4557823129251701,0.28210526315789475,147.0
PRAD,0.2765432098765432,0.42105263157894735,0.33383010432190763,266.0
SARC,0.17333333333333334,0.19696969696969696,0.18439716312056736,198.0
SKCM,0.9180327868852459,0.8115942028985508,0.8615384615384616,276.0
STES,0.5827586206896552,0.44591029023746703,0.5052316890881914,379.0
TGCT,0.4673913043478261,0.6935483870967742,0.5584415584415584,124.0
THCA,0.8538812785388128,0.5771604938271605,0.6887661141804788,324.0
THYM,0.16049382716049382,0.3979591836734694,0.2287390029325513,98.0
UCEC,0.5659340659340659,0.5202020202020202,0.5421052631578948,198.0
