class,precision,recall,f1-score,support
ACC,0.8923076923076924,0.8055555555555556,0.8467153284671532,72.0
BLCA,0.41904761904761906,0.4230769230769231,0.42105263157894735,104.0
BRCA,0.6997635933806147,0.37659033078880405,0.48966087675765096,786.0
CESC,0.39086294416243655,0.4967741935483871,0.4375,155.0
COAD,0.7881773399014779,0.7174887892376681,0.7511737089201878,223.0
DLBC,0.5405405405405406,0.5263157894736842,0.5333333333333333,38.0
GBMLGG,0.5287356321839081,0.2993492407809111,0.38227146814404434,461.0
HNSC,0.41919191919191917,0.3721973094170404,0.39429928741092635,223.0
KIPAN,0.28440366972477066,0.18058252427184465,0.2209026128266033,515.0
KIRC,0.22865013774104684,0.24850299401197604,0.2381635581061693,334.0
LAML,0.3900414937759336,0.5949367088607594,0.47117794486215536,158.0
LGG,0.42679127725856697,0.5982532751091703,0.49818181818181817,229.0
LIHC,0.42328042328042326,0.5063291139240507,0.4610951008645533,158.0
LUAD,0.4788732394366197,0.3695652173913043,0.4171779141104294,184.0
LUSC,0.6010928961748634,0.6179775280898876,0.6094182825484764,178.0
OV,0.3483709273182957,0.549407114624506,0.4263803680981595,253.0
PAAD,0.2876712328767123,0.525,0.37168141592920356,120.0
PCPG,0.20754716981132076,0.5238095238095238,0.2972972972972973,147.0
PRAD,0.29457364341085274,0.42857142857142855,0.34915773353751917,266.0
SARC,0.21808510638297873,0.20707070707070707,0.21243523316062177,198.0
SKCM,0.9421487603305785,0.8260869565217391,0.8803088803088803,276.0
STES,0.6089743589743589,0.5013192612137203,0.5499276410998553,379.0
TGCT,0.4083333333333333,0.7903225806451613,0.5384615384615384,124.0
THCA,0.8888888888888888,0.5679012345679012,0.6930320150659134,324.0
THYM,0.20952380952380953,0.4489795918367347,0.2857142857142857,98.0
UCEC,0.6432748538011696,0.5555555555555556,0.5962059620596206,198.0
