experiment_id,model,seed,oof_macro_f1,oof_accuracy,fold_macro_f1_mean,fold_macro_f1_std,feature_count_mean,runtime_seconds,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-minus-PIK3CA-H1047R,logistic,42,0.4305302329340363,0.41960974036445736,0.4299238078821316,0.012972069897939394,8216.2,285.7763096250055,5,True,0
