experiment_id,model,seed,tfidf_min_df,tfidf_sublinear_tf,primary_oof_macro_f1,event_tfidf_multinomial_oof_macro_f1,event_tfidf_ovr_oof_macro_f1,blend_multinomial_0p5_oof_macro_f1,blend_ovr_0p5_oof_macro_f1,delta_ovr_blend_vs_multinomial_blend,primary_oof_accuracy,event_tfidf_multinomial_oof_accuracy,event_tfidf_ovr_oof_accuracy,blend_multinomial_0p5_oof_accuracy,blend_ovr_0p5_oof_accuracy,token_prediction_disagreement_rate,feature_count_mean,tfidf_vocabulary_size_mean,runtime_seconds,primary_convergence_warning_count,tfidf_multinomial_convergence_warning_count,tfidf_ovr_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,42,3,True,0.47814168846488037,0.3782884640237529,0.47614610334900986,0.4794557135599829,0.4834703526083619,0.0040146390483790095,0.45879696823093047,0.3971940009675859,0.4578293823576842,0.45992581841638447,0.46234478309950006,0.4076761812610869,8175.2,5875.8,206.75746925000567,0,0,0,0,True,0
