class,precision,recall,f1-score,support
ACC,0.76,0.7916666666666666,0.7755102040816326,72.0
BLCA,0.4657534246575342,0.3269230769230769,0.384180790960452,104.0
BRCA,0.6879271070615034,0.3842239185750636,0.4930612244897959,786.0
CESC,0.3954802259887006,0.45161290322580644,0.42168674698795183,155.0
COAD,0.7912621359223301,0.7309417040358744,0.7599067599067599,223.0
DLBC,0.3611111111111111,0.34210526315789475,0.35135135135135137,38.0
GBMLGG,0.5394190871369294,0.28199566160520606,0.37037037037037035,461.0
HNSC,0.3611111111111111,0.34977578475336324,0.3553530751708428,223.0
KIPAN,0.2873900293255132,0.19029126213592232,0.22897196261682243,515.0
KIRC,0.22714681440443213,0.24550898203592814,0.23597122302158274,334.0
LAML,0.40948275862068967,0.6012658227848101,0.48717948717948717,158.0
LGG,0.4176829268292683,0.5982532751091703,0.4919210053859964,229.0
LIHC,0.4057142857142857,0.44936708860759494,0.4264264264264264,158.0
LUAD,0.43333333333333335,0.3532608695652174,0.38922155688622756,184.0
LUSC,0.5795454545454546,0.5730337078651685,0.576271186440678,178.0
OV,0.35207823960880197,0.5691699604743083,0.4350453172205438,253.0
PAAD,0.3165137614678899,0.575,0.40828402366863903,120.0
PCPG,0.19950738916256158,0.5510204081632653,0.29294755877034356,147.0
PRAD,0.2988235294117647,0.4774436090225564,0.3675832127351664,266.0
SARC,0.18226600985221675,0.18686868686868688,0.18453865336658354,198.0
SKCM,0.9650655021834061,0.8007246376811594,0.8752475247524752,276.0
STES,0.652014652014652,0.46965699208443273,0.5460122699386503,379.0
TGCT,0.45,0.7258064516129032,0.5555555555555556,124.0
THCA,0.8779342723004695,0.5771604938271605,0.6964618249534451,324.0
THYM,0.18666666666666668,0.42857142857142855,0.26006191950464397,98.0
UCEC,0.603448275862069,0.5303030303030303,0.5645161290322581,198.0
