class,precision,recall,f1-score,support
ACC,0.8208955223880597,0.7638888888888888,0.7913669064748201,72.0
BLCA,0.375,0.3173076923076923,0.34375,104.0
BRCA,0.6504237288135594,0.3905852417302799,0.48807631160572335,786.0
CESC,0.3333333333333333,0.3741935483870968,0.3525835866261398,155.0
COAD,0.75,0.7130044843049327,0.7310344827586207,223.0
DLBC,0.27450980392156865,0.3684210526315789,0.3146067415730337,38.0
GBMLGG,0.46616541353383456,0.26898047722342733,0.34112792297111416,461.0
HNSC,0.3489583333333333,0.3004484304932735,0.3228915662650602,223.0
KIPAN,0.23529411764705882,0.1553398058252427,0.1871345029239766,515.0
KIRC,0.18518518518518517,0.19461077844311378,0.1897810218978102,334.0
LAML,0.3462897526501767,0.620253164556962,0.4444444444444444,158.0
LGG,0.39805825242718446,0.537117903930131,0.45724907063197023,229.0
LIHC,0.39655172413793105,0.43670886075949367,0.41566265060240964,158.0
LUAD,0.43537414965986393,0.34782608695652173,0.3867069486404834,184.0
LUSC,0.5418994413407822,0.5449438202247191,0.5434173669467787,178.0
OV,0.3477088948787062,0.5098814229249012,0.41346153846153844,253.0
PAAD,0.28431372549019607,0.48333333333333334,0.35802469135802467,120.0
PCPG,0.1896551724137931,0.4489795918367347,0.26666666666666666,147.0
PRAD,0.2746987951807229,0.42857142857142855,0.33480176211453744,266.0
SARC,0.18981481481481483,0.20707070707070707,0.19806763285024154,198.0
SKCM,0.9330543933054394,0.8079710144927537,0.8660194174757282,276.0
STES,0.5821917808219178,0.44854881266490765,0.5067064083457526,379.0
TGCT,0.43243243243243246,0.6451612903225806,0.517799352750809,124.0
THCA,0.8295964125560538,0.5709876543209876,0.676416819012797,324.0
THYM,0.18340611353711792,0.42857142857142855,0.25688073394495414,98.0
UCEC,0.5689655172413793,0.5,0.532258064516129,198.0
