experiment_id,model,seed,tfidf_min_df,tfidf_sublinear_tf,primary_oof_macro_f1,event_tfidf_multinomial_oof_macro_f1,event_tfidf_ovr_oof_macro_f1,blend_multinomial_0p5_oof_macro_f1,blend_ovr_0p5_oof_macro_f1,blend_three_way_0p5_0p25_0p25_oof_macro_f1,delta_ovr_blend_vs_multinomial_blend,delta_three_way_vs_ovr_blend,primary_oof_accuracy,event_tfidf_multinomial_oof_accuracy,event_tfidf_ovr_oof_accuracy,blend_multinomial_0p5_oof_accuracy,blend_ovr_0p5_oof_accuracy,blend_three_way_0p5_0p25_0p25_oof_accuracy,token_prediction_disagreement_rate,feature_count_mean,tfidf_vocabulary_size_mean,runtime_seconds,primary_convergence_warning_count,tfidf_multinomial_convergence_warning_count,tfidf_ovr_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,777,3,True,0.481145738774279,0.3705716160280971,0.4735678213237862,0.48436600336351787,0.4855817039961349,0.4843720215555108,0.0012157006326170006,-0.0012096824406240825,0.4613771972262538,0.39138848572810836,0.4565392678600226,0.46411869053378485,0.4628285760361232,0.46363489759716175,0.41138526044186424,8170.4,5869.6,192.4439172079874,0,0,0,0,True,0
