class,precision,recall,f1-score,support
ACC,0.6987951807228916,0.8055555555555556,0.7483870967741936,72.0
BLCA,0.37349397590361444,0.2980769230769231,0.3315508021390374,104.0
BRCA,0.6607538802660754,0.3791348600508906,0.48181083265966046,786.0
CESC,0.36,0.4064516129032258,0.38181818181818183,155.0
COAD,0.7609756097560976,0.6995515695067265,0.7289719626168224,223.0
DLBC,0.3488372093023256,0.39473684210526316,0.37037037037037035,38.0
GBMLGG,0.444015444015444,0.24945770065075923,0.3194444444444444,461.0
HNSC,0.3763440860215054,0.31390134529147984,0.3422982885085575,223.0
KIPAN,0.2361111111111111,0.1650485436893204,0.19428571428571428,515.0
KIRC,0.1608187134502924,0.16467065868263472,0.16272189349112426,334.0
LAML,0.3236363636363636,0.5632911392405063,0.4110854503464203,158.0
LGG,0.4,0.5764192139737991,0.47227191413237923,229.0
LIHC,0.3520408163265306,0.43670886075949367,0.3898305084745763,158.0
LUAD,0.43537414965986393,0.34782608695652173,0.3867069486404834,184.0
LUSC,0.5217391304347826,0.5393258426966292,0.5303867403314917,178.0
OV,0.35127478753541075,0.4901185770750988,0.40924092409240925,253.0
PAAD,0.26851851851851855,0.48333333333333334,0.34523809523809523,120.0
PCPG,0.21021021021021022,0.47619047619047616,0.2916666666666667,147.0
PRAD,0.289002557544757,0.424812030075188,0.3439878234398782,266.0
SARC,0.18604651162790697,0.20202020202020202,0.1937046004842615,198.0
SKCM,0.9330543933054394,0.8079710144927537,0.8660194174757282,276.0
STES,0.5882352941176471,0.42216358839050133,0.4915514592933948,379.0
TGCT,0.45549738219895286,0.7016129032258065,0.5523809523809524,124.0
THCA,0.8493150684931506,0.5740740740740741,0.6850828729281768,324.0
THYM,0.15298507462686567,0.41836734693877553,0.22404371584699453,98.0
UCEC,0.5783783783783784,0.5404040404040404,0.5587467362924282,198.0
