experiment_id,model,seed,specialist_left,specialist_right,specialist_alpha,primary_oof_macro_f1,soft_specialist_oof_macro_f1,delta_oof_macro_f1,primary_oof_accuracy,soft_specialist_oof_accuracy,fold_soft_specialist_macro_f1_mean,fold_soft_specialist_macro_f1_std,feature_count_mean,specialist_train_rows_mean,runtime_seconds,primary_convergence_warning_count,specialist_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,777,KIRC,KIPAN,0.3,0.481145738774279,0.4813300625001836,0.00018432372590460044,0.4613771972262538,0.46169972585066926,0.4804204957620404,0.01694576994029513,8170.4,679.2,189.6681124579918,0,0,0,True,0
