class,precision,recall,f1-score,support
ACC,0.7777777777777778,0.7777777777777778,0.7777777777777778,72.0
BLCA,0.3902439024390244,0.3076923076923077,0.34408602150537637,104.0
BRCA,0.6621621621621622,0.37404580152671757,0.47804878048780486,786.0
CESC,0.35,0.4064516129032258,0.3761194029850746,155.0
COAD,0.7619047619047619,0.7174887892376681,0.7390300230946882,223.0
DLBC,0.37209302325581395,0.42105263157894735,0.3950617283950617,38.0
GBMLGG,0.44313725490196076,0.24511930585683298,0.31564245810055863,461.0
HNSC,0.37037037037037035,0.31390134529147984,0.33980582524271846,223.0
KIPAN,0.2553191489361702,0.16310679611650486,0.1990521327014218,515.0
KIRC,0.1769436997319035,0.19760479041916168,0.1867043847241867,334.0
LAML,0.312280701754386,0.5632911392405063,0.4018058690744921,158.0
LGG,0.403030303030303,0.5807860262008734,0.47584973166368516,229.0
LIHC,0.3791208791208791,0.43670886075949367,0.40588235294117647,158.0
LUAD,0.42758620689655175,0.33695652173913043,0.3768996960486322,184.0
LUSC,0.5144508670520231,0.5,0.5071225071225072,178.0
OV,0.3333333333333333,0.49407114624505927,0.3980891719745223,253.0
PAAD,0.3004484304932735,0.5583333333333333,0.39067055393586003,120.0
PCPG,0.20615384615384616,0.4557823129251701,0.2838983050847458,147.0
PRAD,0.2765432098765432,0.42105263157894735,0.33383010432190763,266.0
SARC,0.17105263157894737,0.19696969696969696,0.18309859154929578,198.0
SKCM,0.9218106995884774,0.8115942028985508,0.8631984585741811,276.0
STES,0.5798611111111112,0.44063324538258575,0.5007496251874063,379.0
TGCT,0.4725274725274725,0.6935483870967742,0.5620915032679739,124.0
THCA,0.8532110091743119,0.5740740740740741,0.6863468634686347,324.0
THYM,0.16049382716049382,0.3979591836734694,0.2287390029325513,98.0
UCEC,0.5698324022346368,0.5151515151515151,0.5411140583554377,198.0
