class,precision,recall,f1-score,support
ACC,0.9516129032258065,0.8194444444444444,0.8805970149253731,72.0
BLCA,0.49,0.47115384615384615,0.4803921568627451,104.0
BRCA,0.7620253164556962,0.38295165394402036,0.5097375105842507,786.0
CESC,0.36633663366336633,0.4774193548387097,0.41456582633053224,155.0
COAD,0.8134715025906736,0.7040358744394619,0.7548076923076923,223.0
DLBC,0.5882352941176471,0.5263157894736842,0.5555555555555556,38.0
GBMLGG,0.5432098765432098,0.28633405639913234,0.375,461.0
HNSC,0.390625,0.336322869955157,0.3614457831325301,223.0
KIPAN,0.28994082840236685,0.19029126213592232,0.22977725674091443,515.0
KIRC,0.2591549295774648,0.2754491017964072,0.26705370101596515,334.0
LAML,0.4857142857142857,0.5379746835443038,0.5105105105105106,158.0
LGG,0.44135802469135804,0.6244541484716157,0.5171790235081374,229.0
LIHC,0.42780748663101603,0.5063291139240507,0.463768115942029,158.0
LUAD,0.4316546762589928,0.32608695652173914,0.3715170278637771,184.0
LUSC,0.5303867403314917,0.5393258426966292,0.5348189415041783,178.0
OV,0.3629976580796253,0.6126482213438735,0.45588235294117646,253.0
PAAD,0.35175879396984927,0.5833333333333334,0.438871473354232,120.0
PCPG,0.20659340659340658,0.6394557823129252,0.3122923588039867,147.0
PRAD,0.27970297029702973,0.424812030075188,0.3373134328358209,266.0
SARC,0.2468354430379747,0.19696969696969696,0.21910112359550563,198.0
SKCM,0.9702127659574468,0.8260869565217391,0.8923679060665362,276.0
STES,0.6270627062706271,0.5013192612137203,0.5571847507331378,379.0
TGCT,0.3443223443223443,0.7580645161290323,0.473551637279597,124.0
THCA,0.9077669902912622,0.5771604938271605,0.7056603773584905,324.0
THYM,0.2,0.46938775510204084,0.2804878048780488,98.0
UCEC,0.5654450261780105,0.5454545454545454,0.5552699228791774,198.0
