class,precision,recall,f1-score,support
ACC,0.7333333333333333,0.7638888888888888,0.7482993197278912,72.0
BLCA,0.5238095238095238,0.3173076923076923,0.39520958083832336,104.0
BRCA,0.7061503416856492,0.3944020356234097,0.5061224489795918,786.0
CESC,0.3930635838150289,0.43870967741935485,0.4146341463414634,155.0
COAD,0.780952380952381,0.7354260089686099,0.7575057736720554,223.0
DLBC,0.45714285714285713,0.42105263157894735,0.4383561643835616,38.0
GBMLGG,0.5502183406113537,0.27331887201735355,0.3652173913043478,461.0
HNSC,0.4106280193236715,0.3811659192825112,0.3953488372093023,223.0
KIPAN,0.27134146341463417,0.17281553398058253,0.2111506524317912,515.0
KIRC,0.21525885558583105,0.23652694610778444,0.2253922967189729,334.0
LAML,0.38866396761133604,0.6075949367088608,0.4740740740740741,158.0
LGG,0.44011976047904194,0.6419213973799127,0.522202486678508,229.0
LIHC,0.4034090909090909,0.44936708860759494,0.4251497005988024,158.0
LUAD,0.47761194029850745,0.34782608695652173,0.4025157232704403,184.0
LUSC,0.554945054945055,0.5674157303370787,0.5611111111111111,178.0
OV,0.35903614457831323,0.5889328063241107,0.44610778443113774,253.0
PAAD,0.33047210300429186,0.6416666666666667,0.43626062322946174,120.0
PCPG,0.2193211488250653,0.5714285714285714,0.3169811320754717,147.0
PRAD,0.29245283018867924,0.46616541353383456,0.35942028985507246,266.0
SARC,0.22058823529411764,0.22727272727272727,0.22388059701492538,198.0
SKCM,0.9700854700854701,0.822463768115942,0.8901960784313725,276.0
STES,0.6293706293706294,0.47493403693931396,0.5413533834586466,379.0
TGCT,0.4392523364485981,0.7580645161290323,0.5562130177514792,124.0
THCA,0.893719806763285,0.5709876543209876,0.696798493408663,324.0
THYM,0.18385650224215247,0.41836734693877553,0.2554517133956386,98.0
UCEC,0.5865921787709497,0.5303030303030303,0.5570291777188329,198.0
