class,precision,recall,f1-score,support
ACC,0.9375,0.8333333333333334,0.8823529411764706,72.0
BLCA,0.5060240963855421,0.40384615384615385,0.44919786096256686,104.0
BRCA,0.7731958762886598,0.3816793893129771,0.5110732538330494,786.0
CESC,0.36363636363636365,0.4645161290322581,0.40793201133144474,155.0
COAD,0.8121827411167513,0.7174887892376681,0.7619047619047619,223.0
DLBC,0.5333333333333333,0.42105263157894735,0.47058823529411764,38.0
GBMLGG,0.5152838427947598,0.2559652928416486,0.34202898550724636,461.0
HNSC,0.4207920792079208,0.3811659192825112,0.4,223.0
KIPAN,0.28254847645429365,0.19805825242718447,0.2328767123287671,515.0
KIRC,0.25277777777777777,0.27245508982035926,0.2622478386167147,334.0
LAML,0.5063291139240507,0.5063291139240507,0.5063291139240507,158.0
LGG,0.43202416918429004,0.6244541484716157,0.5107142857142857,229.0
LIHC,0.43820224719101125,0.4936708860759494,0.4642857142857143,158.0
LUAD,0.45,0.3423913043478261,0.3888888888888889,184.0
LUSC,0.5617977528089888,0.5617977528089888,0.5617977528089888,178.0
OV,0.3440366972477064,0.5928853754940712,0.43541364296081275,253.0
PAAD,0.31797235023041476,0.575,0.4094955489614243,120.0
PCPG,0.20614035087719298,0.6394557823129252,0.3117744610281924,147.0
PRAD,0.29064039408866993,0.44360902255639095,0.35119047619047616,266.0
SARC,0.21604938271604937,0.17676767676767677,0.19444444444444445,198.0
SKCM,0.9574468085106383,0.8152173913043478,0.8806262230919765,276.0
STES,0.6518771331058021,0.503957783641161,0.5684523809523809,379.0
TGCT,0.3769230769230769,0.7903225806451613,0.5104166666666666,124.0
THCA,0.9257425742574258,0.5771604938271605,0.7110266159695817,324.0
THYM,0.1991701244813278,0.4897959183673469,0.2831858407079646,98.0
UCEC,0.5867346938775511,0.5808080808080808,0.583756345177665,198.0
