class,precision,recall,f1-score,support
ACC,0.9090909090909091,0.8333333333333334,0.8695652173913043,72.0
BLCA,0.5375,0.41346153846153844,0.4673913043478261,104.0
BRCA,0.7731958762886598,0.3816793893129771,0.5110732538330494,786.0
CESC,0.3605769230769231,0.4838709677419355,0.4132231404958678,155.0
COAD,0.7989949748743719,0.7130044843049327,0.7535545023696683,223.0
DLBC,0.5405405405405406,0.5263157894736842,0.5333333333333333,38.0
GBMLGG,0.5648535564853556,0.2928416485900217,0.38571428571428573,461.0
HNSC,0.41,0.36771300448430494,0.3877068557919622,223.0
KIPAN,0.2796610169491525,0.19223300970873786,0.22784810126582278,515.0
KIRC,0.23480662983425415,0.25449101796407186,0.2442528735632184,334.0
LAML,0.44571428571428573,0.4936708860759494,0.46846846846846846,158.0
LGG,0.4447852760736196,0.6331877729257642,0.5225225225225225,229.0
LIHC,0.43103448275862066,0.47468354430379744,0.45180722891566266,158.0
LUAD,0.460431654676259,0.34782608695652173,0.39628482972136225,184.0
LUSC,0.5445026178010471,0.5842696629213483,0.5636856368563685,178.0
OV,0.3685446009389671,0.6205533596837944,0.46244477172312226,253.0
PAAD,0.3349282296650718,0.5833333333333334,0.425531914893617,120.0
PCPG,0.19909502262443438,0.5986394557823129,0.298811544991511,147.0
PRAD,0.2825,0.424812030075188,0.33933933933933935,266.0
SARC,0.22435897435897437,0.17676767676767677,0.1977401129943503,198.0
SKCM,0.9661016949152542,0.8260869565217391,0.890625,276.0
STES,0.6317567567567568,0.49340369393139843,0.554074074074074,379.0
TGCT,0.3650190114068441,0.7741935483870968,0.49612403100775193,124.0
THCA,0.8773584905660378,0.5740740740740741,0.6940298507462687,324.0
THYM,0.19583333333333333,0.47959183673469385,0.2781065088757396,98.0
UCEC,0.6229508196721312,0.5757575757575758,0.5984251968503937,198.0
