experiment_id,model,seed,oof_macro_f1,oof_accuracy,fold_macro_f1_mean,fold_macro_f1_std,feature_count_mean,runtime_seconds,convergence_warning_count,leakage_check,nan_as_mutation_count
H-A,logistic,777,0.43000667617973076,0.4210611191743267,0.42920652847002394,0.009171112297258817,8200.4,260.4077334169997,5,True,0
