class,precision,recall,f1-score,support
ACC,0.8235294117647058,0.7777777777777778,0.8,72.0
BLCA,0.36363636363636365,0.3076923076923077,0.3333333333333333,104.0
BRCA,0.6553911205073996,0.3944020356234097,0.4924543288324067,786.0
CESC,0.3390804597701149,0.38064516129032255,0.3586626139817629,155.0
COAD,0.75,0.7130044843049327,0.7310344827586207,223.0
DLBC,0.27450980392156865,0.3684210526315789,0.3146067415730337,38.0
GBMLGG,0.4641509433962264,0.2668112798264642,0.33884297520661155,461.0
HNSC,0.3489583333333333,0.3004484304932735,0.3228915662650602,223.0
KIPAN,0.23372781065088757,0.1533980582524272,0.18522860492379836,515.0
KIRC,0.18911174785100288,0.19760479041916168,0.19326500732064422,334.0
LAML,0.35125448028673834,0.620253164556962,0.448512585812357,158.0
LGG,0.39805825242718446,0.537117903930131,0.45724907063197023,229.0
LIHC,0.3988439306358382,0.43670886075949367,0.4169184290030212,158.0
LUAD,0.42953020134228187,0.34782608695652173,0.3843843843843844,184.0
LUSC,0.5414364640883977,0.550561797752809,0.5459610027855153,178.0
OV,0.34759358288770054,0.5138339920948617,0.41467304625199364,253.0
PAAD,0.28292682926829266,0.48333333333333334,0.3569230769230769,120.0
PCPG,0.19005847953216373,0.4421768707482993,0.2658486707566462,147.0
PRAD,0.2799043062200957,0.4398496240601504,0.34210526315789475,266.0
SARC,0.1889400921658986,0.20707070707070707,0.19759036144578312,198.0
SKCM,0.9330543933054394,0.8079710144927537,0.8660194174757282,276.0
STES,0.5802047781569966,0.44854881266490765,0.5059523809523809,379.0
TGCT,0.4371584699453552,0.6451612903225806,0.5211726384364821,124.0
THCA,0.8222222222222222,0.5709876543209876,0.6739526411657559,324.0
THYM,0.18025751072961374,0.42857142857142855,0.2537764350453172,98.0
UCEC,0.5847953216374269,0.5050505050505051,0.5420054200542005,198.0
