class,precision,recall,f1-score,support
ACC,0.8676470588235294,0.8194444444444444,0.8428571428571429,72.0
BLCA,0.40594059405940597,0.3942307692307692,0.4,104.0
BRCA,0.7135802469135802,0.36768447837150126,0.48530646515533166,786.0
CESC,0.36018957345971564,0.49032258064516127,0.41530054644808745,155.0
COAD,0.8097560975609757,0.7443946188340808,0.7757009345794392,223.0
DLBC,0.5588235294117647,0.5,0.5277777777777778,38.0
GBMLGG,0.53125,0.2950108459869848,0.3793584379358438,461.0
HNSC,0.4368421052631579,0.3721973094170404,0.4019370460048426,223.0
KIPAN,0.2737752161383285,0.18446601941747573,0.22041763341067286,515.0
KIRC,0.2231404958677686,0.24251497005988024,0.23242467718794835,334.0
LAML,0.38317757009345793,0.5189873417721519,0.44086021505376344,158.0
LGG,0.415625,0.5807860262008734,0.48451730418943534,229.0
LIHC,0.39690721649484534,0.4873417721518987,0.4375,158.0
LUAD,0.41496598639455784,0.33152173913043476,0.3685800604229607,184.0
LUSC,0.5797872340425532,0.6123595505617978,0.5956284153005464,178.0
OV,0.3475,0.549407114624506,0.42572741194486985,253.0
PAAD,0.29004329004329005,0.5583333333333333,0.3817663817663818,120.0
PCPG,0.21842105263157896,0.564625850340136,0.31499051233396586,147.0
PRAD,0.31151832460732987,0.4473684210526316,0.36728395061728397,266.0
SARC,0.23036649214659685,0.2222222222222222,0.2262210796915167,198.0
SKCM,0.9576271186440678,0.8188405797101449,0.8828125,276.0
STES,0.6163934426229508,0.49604221635883905,0.5497076023391813,379.0
TGCT,0.4177215189873418,0.7983870967741935,0.5484764542936288,124.0
THCA,0.8975609756097561,0.5679012345679012,0.6956521739130435,324.0
THYM,0.20754716981132076,0.4489795918367347,0.2838709677419355,98.0
UCEC,0.6201117318435754,0.5606060606060606,0.5888594164456233,198.0
