class,precision,recall,f1-score,support
ACC,0.7857142857142857,0.7638888888888888,0.7746478873239436,72.0
BLCA,0.37777777777777777,0.3269230769230769,0.35051546391752575,104.0
BRCA,0.6275720164609053,0.3880407124681934,0.47955974842767296,786.0
CESC,0.34146341463414637,0.36129032258064514,0.3510971786833856,155.0
COAD,0.7607655502392344,0.7130044843049327,0.7361111111111112,223.0
DLBC,0.26,0.34210526315789475,0.29545454545454547,38.0
GBMLGG,0.46511627906976744,0.2603036876355748,0.3337969401947149,461.0
HNSC,0.34554973821989526,0.29596412556053814,0.3188405797101449,223.0
KIPAN,0.2478386167146974,0.1669902912621359,0.19953596287703015,515.0
KIRC,0.19420289855072465,0.20059880239520958,0.19734904270986744,334.0
LAML,0.3310344827586207,0.6075949367088608,0.42857142857142855,158.0
LGG,0.403125,0.5633187772925764,0.46994535519125685,229.0
LIHC,0.4011627906976744,0.43670886075949367,0.41818181818181815,158.0
LUAD,0.4744525547445255,0.3532608695652174,0.40498442367601245,184.0
LUSC,0.5418994413407822,0.5449438202247191,0.5434173669467787,178.0
OV,0.3411458333333333,0.5177865612648221,0.41130298273155413,253.0
PAAD,0.2878787878787879,0.475,0.3584905660377358,120.0
PCPG,0.208955223880597,0.38095238095238093,0.26987951807228916,147.0
PRAD,0.28354430379746837,0.42105263157894735,0.3388804841149773,266.0
SARC,0.17592592592592593,0.1919191919191919,0.18357487922705315,198.0
SKCM,0.948936170212766,0.8079710144927537,0.87279843444227,276.0
STES,0.6129032258064516,0.45118733509234826,0.5197568389057751,379.0
TGCT,0.4419889502762431,0.6451612903225806,0.5245901639344263,124.0
THCA,0.8296943231441049,0.5864197530864198,0.6871609403254972,324.0
THYM,0.10294117647058823,0.35714285714285715,0.1598173515981735,98.0
UCEC,0.6011904761904762,0.51010101010101,0.5519125683060109,198.0
