experiment_id,model,seed,oof_macro_f1,oof_accuracy,fold_macro_f1_mean,fold_macro_f1_std,feature_count_mean,runtime_seconds,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-minus-IDH1-R132H,logistic,2024,0.43425826655837224,0.420899854862119,0.43431758452094965,0.008977780974213225,8216.0,281.95627054099896,4,True,0
