experiment_id,model,seed,oof_macro_f1,oof_accuracy,fold_macro_f1_mean,fold_macro_f1_std,feature_count_mean,runtime_seconds,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p-Bbins,logistic,777,0.4808289060885658,0.46057087566521526,0.4798049283732942,0.017036917456228932,8182.4,189.0830061250017,0,True,0
