class,precision,recall,f1-score,support
ACC,0.8208955223880597,0.7638888888888888,0.7913669064748201,72.0
BLCA,0.3563218390804598,0.2980769230769231,0.32460732984293195,104.0
BRCA,0.639412997903564,0.3880407124681934,0.4829770387965162,786.0
CESC,0.33714285714285713,0.38064516129032255,0.3575757575757576,155.0
COAD,0.75,0.7130044843049327,0.7310344827586207,223.0
DLBC,0.27450980392156865,0.3684210526315789,0.3146067415730337,38.0
GBMLGG,0.4699248120300752,0.27114967462039047,0.343878954607978,461.0
HNSC,0.3489583333333333,0.3004484304932735,0.3228915662650602,223.0
KIPAN,0.23372781065088757,0.1533980582524272,0.18522860492379836,515.0
KIRC,0.1846590909090909,0.19461077844311378,0.18950437317784258,334.0
LAML,0.3498233215547703,0.6265822784810127,0.4489795918367347,158.0
LGG,0.3948220064724919,0.5327510917030568,0.45353159851301117,229.0
LIHC,0.4,0.4430379746835443,0.42042042042042044,158.0
LUAD,0.43333333333333335,0.3532608695652174,0.38922155688622756,184.0
LUSC,0.5418994413407822,0.5449438202247191,0.5434173669467787,178.0
OV,0.344,0.5098814229249012,0.410828025477707,253.0
PAAD,0.2885572139303483,0.48333333333333334,0.3613707165109034,120.0
PCPG,0.19130434782608696,0.4489795918367347,0.2682926829268293,147.0
PRAD,0.2777777777777778,0.4323308270676692,0.3382352941176471,266.0
SARC,0.18055555555555555,0.19696969696969696,0.18840579710144928,198.0
SKCM,0.9409282700421941,0.8079710144927537,0.8693957115009746,276.0
STES,0.5773195876288659,0.44327176781002636,0.5014925373134328,379.0
TGCT,0.43169398907103823,0.6370967741935484,0.5146579804560261,124.0
THCA,0.8371040723981901,0.5709876543209876,0.6788990825688074,324.0
THYM,0.18025751072961374,0.42857142857142855,0.2537764350453172,98.0
UCEC,0.5813953488372093,0.5050505050505051,0.5405405405405406,198.0
