experiment_id,model,seed,tfidf_min_df,tfidf_sublinear_tf,primary_oof_macro_f1,event_tfidf_multinomial_oof_macro_f1,event_tfidf_ovr_oof_macro_f1,blend_multinomial_0p5_oof_macro_f1,blend_ovr_0p5_oof_macro_f1,blend_three_way_0p5_0p25_0p25_oof_macro_f1,delta_ovr_blend_vs_multinomial_blend,delta_three_way_vs_ovr_blend,primary_oof_accuracy,event_tfidf_multinomial_oof_accuracy,event_tfidf_ovr_oof_accuracy,blend_multinomial_0p5_oof_accuracy,blend_ovr_0p5_oof_accuracy,blend_three_way_0p5_0p25_0p25_oof_accuracy,token_prediction_disagreement_rate,feature_count_mean,tfidf_vocabulary_size_mean,runtime_seconds,primary_convergence_warning_count,tfidf_multinomial_convergence_warning_count,tfidf_ovr_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,2024,3,True,0.4762175133106753,0.37834570023612246,0.48209401153092346,0.4770919206532897,0.4803383399998615,0.4795235940320009,0.0032464193465717717,-0.0008147459678605751,0.4594420254797613,0.397677793904209,0.46040961135300756,0.4591194968553459,0.46169972585066926,0.4612159329140461,0.4123528463151105,8175.0,5868.4,203.8559577499982,0,0,0,0,True,0
