experiment_id,seed_count,oof_macro_f1_mean,oof_macro_f1_std,oof_accuracy_mean,feature_count_mean,runtime_seconds_mean,convergence_warning_count,delta_vs_baseline_mean
H-AS-LR-exact-confusion-pairs-Apair-log1p,3,0.47850164684994484,0.002483753024006579,0.45987206364564853,8173.533333333333,195.98974850000135,0,0.0
H-AS-LR-exact-confusion-pairs-Apair-log1p-Bbins,3,0.48026633845176897,0.0007825363520623518,0.4593882707090254,8185.533333333333,190.42444656933367,0,0.001764691601824131
