class,precision,recall,f1-score,support
ACC,0.8208955223880597,0.7638888888888888,0.7913669064748201,72.0
BLCA,0.367816091954023,0.3076923076923077,0.33507853403141363,104.0
BRCA,0.6518987341772152,0.3931297709923664,0.49047619047619045,786.0
CESC,0.3390804597701149,0.38064516129032255,0.3586626139817629,155.0
COAD,0.75,0.7130044843049327,0.7310344827586207,223.0
DLBC,0.27450980392156865,0.3684210526315789,0.3146067415730337,38.0
GBMLGG,0.46096654275092935,0.26898047722342733,0.33972602739726027,461.0
HNSC,0.3487179487179487,0.30493273542600896,0.3253588516746411,223.0
KIPAN,0.23460410557184752,0.1553398058252427,0.18691588785046728,515.0
KIRC,0.18857142857142858,0.19760479041916168,0.19298245614035087,334.0
LAML,0.3498233215547703,0.6265822784810127,0.4489795918367347,158.0
LGG,0.3961038961038961,0.5327510917030568,0.4543761638733706,229.0
LIHC,0.4011627906976744,0.43670886075949367,0.41818181818181815,158.0
LUAD,0.43333333333333335,0.3532608695652174,0.38922155688622756,184.0
LUSC,0.5454545454545454,0.5393258426966292,0.5423728813559322,178.0
OV,0.34946236559139787,0.5138339920948617,0.416,253.0
PAAD,0.2857142857142857,0.48333333333333334,0.3591331269349845,120.0
PCPG,0.1936416184971098,0.4557823129251701,0.2718052738336714,147.0
PRAD,0.27577937649880097,0.4323308270676692,0.3367496339677892,266.0
SARC,0.1889400921658986,0.20707070707070707,0.19759036144578312,198.0
SKCM,0.9369747899159664,0.8079710144927537,0.867704280155642,276.0
STES,0.5767918088737202,0.44591029023746703,0.5029761904761905,379.0
TGCT,0.43478260869565216,0.6451612903225806,0.5194805194805194,124.0
THCA,0.8333333333333334,0.5709876543209876,0.6776556776556777,324.0
THYM,0.18340611353711792,0.42857142857142855,0.25688073394495414,98.0
UCEC,0.5789473684210527,0.5,0.5365853658536586,198.0
