class,precision,recall,f1-score,support
ACC,0.9333333333333333,0.7777777777777778,0.8484848484848485,72.0
BLCA,0.41509433962264153,0.4230769230769231,0.41904761904761906,104.0
BRCA,0.7349397590361446,0.3880407124681934,0.507910074937552,786.0
CESC,0.3872549019607843,0.5096774193548387,0.4401114206128134,155.0
COAD,0.7970297029702971,0.7219730941704036,0.7576470588235295,223.0
DLBC,0.48717948717948717,0.5,0.4935064935064935,38.0
GBMLGG,0.5072463768115942,0.3036876355748373,0.37991858887381275,461.0
HNSC,0.4271356783919598,0.3811659192825112,0.4028436018957346,223.0
KIPAN,0.28059701492537314,0.1825242718446602,0.2211764705882353,515.0
KIRC,0.22343324250681199,0.24550898203592814,0.23395149786019973,334.0
LAML,0.3870967741935484,0.5316455696202531,0.448,158.0
LGG,0.4115755627009646,0.5589519650655022,0.4740740740740741,229.0
LIHC,0.3979591836734694,0.4936708860759494,0.4406779661016949,158.0
LUAD,0.42207792207792205,0.3532608695652174,0.38461538461538464,184.0
LUSC,0.582010582010582,0.6179775280898876,0.5994550408719346,178.0
OV,0.36363636363636365,0.5533596837944664,0.438871473354232,253.0
PAAD,0.3173076923076923,0.55,0.4024390243902439,120.0
PCPG,0.2056338028169014,0.4965986394557823,0.2908366533864542,147.0
PRAD,0.29133858267716534,0.41729323308270677,0.34312210200927357,266.0
SARC,0.233502538071066,0.23232323232323232,0.23291139240506328,198.0
SKCM,0.9539748953974896,0.8260869565217391,0.8854368932038835,276.0
STES,0.6118421052631579,0.49076517150395776,0.5446559297218155,379.0
TGCT,0.401673640167364,0.7741935483870968,0.5289256198347108,124.0
THCA,0.8732394366197183,0.5740740740740741,0.6927374301675978,324.0
THYM,0.19148936170212766,0.45918367346938777,0.2702702702702703,98.0
UCEC,0.64,0.5656565656565656,0.6005361930294906,198.0
