experiment_id,model,seed,tfidf_min_df,tfidf_sublinear_tf,primary_oof_macro_f1,event_tfidf_oof_macro_f1,blend_0p5_oof_macro_f1,delta_blend_vs_primary,primary_oof_accuracy,event_tfidf_oof_accuracy,blend_0p5_oof_accuracy,feature_count_mean,tfidf_vocabulary_size_mean,runtime_seconds,primary_convergence_warning_count,tfidf_convergence_warning_count,convergence_warning_count,leakage_check,nan_as_mutation_count
H-AS-LR-exact-confusion-pairs-Apair-log1p,logistic,2024,3,True,0.4762175133106753,0.37834570023612246,0.4770919206532897,0.0008744073426144028,0.4594420254797613,0.397677793904209,0.4591194968553459,8175.0,5868.4,200.37739150000561,0,0,0,True,0
