variant,oof_macro_f1,oof_accuracy,feature_count,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0,recovered_h0_errors,broken_h0_correct
H0_selective_EB,0.5479146612629726,0.5589421061119174,8219.2,0,True,0,1186.7154740419937,0.0,0,0
H0_non_EB,0.5447438599818917,0.5555555555555556,8219.2,0,True,0,1186.7416220000014,-0.003170801281080937,75,96
H0_EB,0.54473049750869,0.5581357845508789,8219.2,0,True,0,1186.7668104590266,-0.003184163754282654,45,50
equal_H0_non_EB,0.5481439336709177,0.5591033704241252,8219.2,0,True,0,1186.7922859590035,0.0002292724079451247,40,39
equal_H0_EB,0.5474167572896452,0.5592646347363328,8219.2,0,True,0,1186.817232124973,-0.0004979039733273849,25,23
