fold,macro_f1,feature_count,variant
1,0.5133183996801052,8160,P1+EB LR
2,0.5446313979261657,8203,P1+EB LR
3,0.5305454423814635,8169,P1+EB LR
4,0.5522015437761689,8249,P1+EB LR
5,0.5326302995040334,8225,P1+EB LR
1,0.5117783589808359,8238,point_process_eb
2,0.5225097422893488,8281,point_process_eb
3,0.5247961287377148,8247,point_process_eb
4,0.5198824029674182,8327,point_process_eb
5,0.5103449799261645,8303,point_process_eb
