seed,variant,oof_macro_f1,oof_accuracy,feature_count_mean,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0
42,H0,0.5447438599818917,0.5555555555555556,8193.2,0,True,0,0.045732124999631196,0.0
42,H0_selective_EB,0.5479146612629726,0.5589421061119174,8219.2,0,True,0,0.09018245799234137,0.003170801281080937
777,H0,0.5387097938488956,0.5516852120625706,8188.4,0,True,0,1180.1078924579779,0.0
777,H0_selective_EB,0.5432465017142196,0.5553942912433478,8214.4,0,True,0,1180.1312452079728,0.004536707865324008
2024,H0,0.5443064525292767,0.5562006128043864,8193.0,0,True,0,1201.1930356249795,0.0
2024,H0_selective_EB,0.5506054738413716,0.5608772778584099,8219.0,0,True,0,1201.2160028749495,0.006299021312094921
