seed,variant,oof_macro_f1,oof_accuracy,feature_count_mean,convergence_warning_count,leakage_check,nan_as_mutation_count,runtime_seconds,delta_vs_h0
42,H0,0.5447438599818917,0.5555555555555556,8193.2,0,True,0,1073.6795145419892,0.0
42,XGB_structured,0.4836346576813903,0.5228189001773907,8193.2,0,True,0,1073.7030382920057,-0.061109202300501375
42,H0_080_XGB_020,0.5441142393844282,0.5568456700532172,8193.2,0,True,0,1073.7276126249926,-0.0006296205974635205
